Object Name,Label,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,
12_Tableknife.ply,1,0.00504458,-0.0144398,-0.999883,-0.00388884,0.00313227,0.999988
12_Tableknife.ply,1,0.00504458,-0.0144398,-0.999883,-0.00388884,-0.00313218,-0.999988
12_Tableknife.ply,1,0.00504458,0.0144397,0.999883,-0.00388884,0.00313227,0.999988
12_Tableknife.ply,1,0.00504458,0.0144397,0.999883,-0.00388884,-0.00313218,-0.999988
8_Kitchenknife.ply,1,-0.0146272,-0.112957,0.993492,-0.0121004,-0.0157192,-0.999803
8_Kitchenknife.ply,1,-0.0146272,-0.112957,0.993492,-0.0121004,0.0157191,0.999803
8_Kitchenknife.ply,1,-0.0146272,0.112957,-0.993492,-0.0121004,-0.0157192,-0.999803
8_Kitchenknife.ply,1,-0.0146272,0.112957,-0.993492,-0.0121004,0.0157191,0.999803
6_Kitchenknife.ply,1,-3.08348e-05,0.0204384,-0.999791,-0.0126367,0.73723,0.675523
6_Kitchenknife.ply,1,-3.08348e-05,0.0204384,-0.999791,-0.0126367,-0.73723,-0.675523
6_Kitchenknife.ply,1,-3.08348e-05,-0.0204385,0.999791,-0.0126367,0.73723,0.675523
6_Kitchenknife.ply,1,-3.08348e-05,-0.0204385,0.999791,-0.0126367,-0.73723,-0.675523
17_Tableknife.ply,1,-0.00252417,0.0613318,-0.998114,0.00159634,0.00473989,0.999987
17_Tableknife.ply,1,-0.00252417,0.0613318,-0.998114,0.00159634,-0.0047398,-0.999987
17_Tableknife.ply,1,-0.00252417,-0.0613319,0.998114,0.00159634,0.00473989,0.999987
17_Tableknife.ply,1,-0.00252417,-0.0613319,0.998114,0.00159634,-0.0047398,-0.999987
2_Chineseknife.ply,1,-0.00483043,-0.256145,0.966626,-0.00871699,0.179907,-0.983645
2_Chineseknife.ply,1,-0.00483043,-0.256145,0.966626,-0.00871699,-0.179908,0.983645
2_Chineseknife.ply,1,-0.00483043,0.256145,-0.966626,-0.00871699,0.179907,-0.983645
2_Chineseknife.ply,1,-0.00483043,0.256145,-0.966626,-0.00871699,-0.179908,0.983645
10_Tableknife.ply,1,0.00181994,0.0724519,-0.99737,-0.000507194,-0.000447211,1
10_Tableknife.ply,1,0.00181994,0.0724519,-0.99737,-0.000507194,0.000447299,-1
10_Tableknife.ply,1,0.00181994,-0.072452,0.99737,-0.000507194,-0.000447211,1
10_Tableknife.ply,1,0.00181994,-0.072452,0.99737,-0.000507194,0.000447299,-1
1_Breadknife.ply,1,-0.000101152,0.0174869,-0.999847,-0.000236064,0.00880553,0.999961
1_Breadknife.ply,1,-0.000101152,0.0174869,-0.999847,-0.000236064,-0.00880545,-0.999961
1_Breadknife.ply,1,-0.000101152,-0.017487,0.999847,-0.000236064,0.00880553,0.999961
1_Breadknife.ply,1,-0.000101152,-0.017487,0.999847,-0.000236064,-0.00880545,-0.999961
13_Tableknife.ply,1,0.00011533,0.024396,-0.999702,0.000481054,-0.0404385,0.999182
13_Tableknife.ply,1,0.00011533,0.024396,-0.999702,0.000481054,0.0404386,-0.999182
13_Tableknife.ply,1,0.00011533,-0.0243961,0.999702,0.000481054,-0.0404385,0.999182
13_Tableknife.ply,1,0.00011533,-0.0243961,0.999702,0.000481054,0.0404386,-0.999182
4_Kitchenknife.ply,1,0.00211197,0.0831647,0.996534,0.00270242,0.222147,-0.97501
4_Kitchenknife.ply,1,0.00211197,0.0831647,0.996534,0.00270242,-0.222147,0.97501
4_Kitchenknife.ply,1,0.00211197,-0.0831646,-0.996534,0.00270242,0.222147,-0.97501
4_Kitchenknife.ply,1,0.00211197,-0.0831646,-0.996534,0.00270242,-0.222147,0.97501
9_Tableknife.ply,1,0.0035272,-0.0066853,-0.999971,-0.00308248,-0.00193921,0.999993
9_Tableknife.ply,1,0.0035272,-0.0066853,-0.999971,-0.00308248,0.0019393,-0.999993
9_Tableknife.ply,1,0.0035272,0.00668521,0.999971,-0.00308248,-0.00193921,0.999993
9_Tableknife.ply,1,0.0035272,0.00668521,0.999971,-0.00308248,0.0019393,-0.999993
7_Kitchenknife.ply,1,0.00801078,-0.0787466,-0.996863,-0.0118003,0.115775,0.993205
7_Kitchenknife.ply,1,0.00801078,-0.0787466,-0.996863,-0.0118003,-0.115775,-0.993205
7_Kitchenknife.ply,1,0.00801078,0.0787465,0.996863,-0.0118003,0.115775,0.993205
7_Kitchenknife.ply,1,0.00801078,0.0787465,0.996863,-0.0118003,-0.115775,-0.993205
11_Tableknife.ply,1,-0.00189351,0.0882253,-0.996099,-0.00155589,8.1896e-05,0.999999
11_Tableknife.ply,1,-0.00189351,0.0882253,-0.996099,-0.00155589,-8.18086e-05,-0.999999
11_Tableknife.ply,1,-0.00189351,-0.0882254,0.996099,-0.00155589,8.1896e-05,0.999999
11_Tableknife.ply,1,-0.00189351,-0.0882254,0.996099,-0.00155589,-8.18086e-05,-0.999999
3_Chineseknife.ply,1,-0.000168984,0.192801,-0.981238,-0.000690675,-0.128166,0.991752
3_Chineseknife.ply,1,-0.000168984,0.192801,-0.981238,-0.000690675,0.128166,-0.991752
3_Chineseknife.ply,1,-0.000168984,-0.192801,0.981238,-0.000690675,-0.128166,0.991752
3_Chineseknife.ply,1,-0.000168984,-0.192801,0.981238,-0.000690675,0.128166,-0.991752
15_Tableknife.ply,1,-0.00212041,0.0131936,0.999911,0.034097,0.87826,-0.476967
15_Tableknife.ply,1,-0.00212041,0.0131936,0.999911,0.034097,-0.87826,0.476967
15_Tableknife.ply,1,-0.00212041,-0.0131935,-0.999911,0.034097,0.87826,-0.476967
15_Tableknife.ply,1,-0.00212041,-0.0131935,-0.999911,0.034097,-0.87826,0.476967
16_Tableknife.ply,1,-0.000974886,0.0089875,-0.999959,0.00111294,0.00115491,0.999999
16_Tableknife.ply,1,-0.000974886,0.0089875,-0.999959,0.00111294,-0.00115483,-0.999999
16_Tableknife.ply,1,-0.000974886,-0.00898759,0.999959,0.00111294,0.00115491,0.999999
16_Tableknife.ply,1,-0.000974886,-0.00898759,0.999959,0.00111294,-0.00115483,-0.999999
18_Tableknife.ply,1,0.000945322,-0.0640911,-0.997944,0.000715496,-0.0507494,0.998711
18_Tableknife.ply,1,0.000945322,-0.0640911,-0.997944,0.000715496,0.0507495,-0.998711
18_Tableknife.ply,1,0.000945322,0.064091,0.997944,0.000715496,-0.0507494,0.998711
18_Tableknife.ply,1,0.000945322,0.064091,0.997944,0.000715496,0.0507495,-0.998711
